YY,MM,DD,hh,WTMP
2014,02,05,17,8.7
2014,02,05,18,8.8
2014,02,05,19,8.8
2014,02,05,20,8.8
2014,02,05,21,8.8
2014,02,05,22,8.8
2014,02,05,23,8.8
2014,02,06,00,8.8
2014,02,06,01,8.8
2014,02,06,02,8.8
2014,02,06,03,8.8
2014,02,06,04,8.8
2014,02,06,05,8.7
2014,02,06,06,8.7
2014,02,06,07,8.7
2014,02,06,08,8.7
2014,02,06,09,8.7
2014,02,06,10,8.7
2014,02,06,11,8.7
2014,02,06,12,8.7
2014,02,06,13,8.6
2014,02,06,14,8.6
2014,02,06,15,8.6
2014,02,06,16,8.6
2014,02,06,17,8.5
2014,02,06,18,8.5
2014,02,06,19,8.5
2014,02,06,20,8.5
2014,02,06,21,8.5
2014,02,06,22,8.5
2014,02,06,23,8.5
2014,02,07,00,8.6
2014,02,07,01,8.5
2014,02,07,02,8.5
2014,02,07,03,8.5
2014,02,07,04,8.5
2014,02,07,05,8.5
2014,02,07,06,8.5
2014,02,07,07,8.5
2014,02,07,08,8.4
2014,02,07,09,8.4
2014,02,07,10,8.4
2014,02,07,11,8.4
2014,02,07,12,8.3
2014,02,07,13,8.3
2014,02,07,14,8.3
2014,02,07,15,8.3
2014,02,07,16,8.3
2014,02,07,17,8.4
2014,02,07,18,8.4
2014,02,07,19,8.4
2014,02,07,20,8.4
2014,02,07,21,8.4
2014,02,07,22,8.5
2014,02,07,23,8.6
2014,02,08,00,8.6
2014,02,08,01,8.6
2014,02,08,02,8.6
2014,02,08,03,8.6
2014,02,08,04,8.6
2014,02,08,05,8.5
2014,02,08,06,8.5
2014,02,08,07,8.5
2014,02,08,08,8.5
2014,02,08,09,8.5
2014,02,08,10,8.5
2014,02,08,11,8.5
2014,02,08,12,8.6
2014,02,08,13,8.6
2014,02,08,14,8.6
2014,02,08,15,8.6
2014,02,08,16,8.6
2014,02,08,17,8.6
2014,02,08,18,8.6
2014,02,08,19,8.6
2014,02,08,20,8.6
2014,02,08,21,8.6
2014,02,08,22,8.6
2014,02,08,23,8.6
2014,02,09,00,8.6
2014,02,09,01,8.6
2014,02,09,02,8.6
2014,02,09,03,8.6
2014,02,09,04,8.6
2014,02,09,05,8.6
2014,02,09,06,8.6
2014,02,09,07,8.6
2014,02,09,08,8.6
2014,02,09,09,8.6
2014,02,09,10,8.6
2014,02,09,11,8.6
2014,02,09,12,8.7
2014,02,09,13,8.7
2014,02,09,14,8.8
2014,02,09,15,8.8
2014,02,09,16,8.8
2014,02,09,17,8.7
2014,02,09,18,8.7
2014,02,09,19,8.8
2014,02,09,20,9.0
2014,02,09,21,9.0
2014,02,09,22,9.1
2014,02,09,23,9.0
2014,02,10,00,9.0
2014,02,10,01,9.0
2014,02,10,02,9.0
2014,02,10,03,9.0
2014,02,10,04,9.0
2014,02,10,05,8.9
2014,02,10,06,9.0
2014,02,10,07,9.0
2014,02,10,08,9.0
2014,02,10,09,9.0
2014,02,10,10,8.9
2014,02,10,11,8.8
2014,02,10,12,8.8
2014,02,10,13,8.8
2014,02,10,14,8.9
2014,02,10,15,8.9
2014,02,10,16,9.0
2014,02,10,17,9.0
2014,02,10,18,9.0
2014,02,10,19,9.1
2014,02,10,20,9.1
2014,02,10,21,9.1
2014,02,10,22,9.1
2014,02,10,23,9.1
2014,02,11,00,9.1
2014,02,11,01,9.1
2014,02,11,02,9.1
2014,02,11,03,9.1
2014,02,11,04,9.1
2014,02,11,05,9.1
2014,02,11,06,9.1
2014,02,11,07,9.1
2014,02,11,08,9.1
2014,02,11,09,9.1
2014,02,11,10,9.1
2014,02,11,11,9.1
2014,02,11,12,9.1
2014,02,11,13,9.1
2014,02,11,14,9.1
2014,02,11,15,9.1
2014,02,11,16,9.1
2014,02,11,17,9.1
2014,02,11,18,9.1
2014,02,11,19,9.1
2014,02,11,20,9.1
2014,02,11,21,9.1
2014,02,11,22,9.1
2014,02,11,23,9.1
2014,02,12,00,9.1
2014,02,12,01,9.1
2014,02,12,02,9.1
2014,02,12,03,9.1
2014,02,12,04,9.1
2014,02,12,05,9.1
2014,02,12,06,9.1
2014,02,12,07,9.2
2014,02,12,08,9.2
2014,02,12,09,9.3
2014,02,12,10,9.4
2014,02,12,11,9.4
2014,02,12,12,9.4
2014,02,12,13,9.4
2014,02,12,14,9.4
2014,02,12,15,9.4
2014,02,12,16,9.4
2014,02,12,17,9.4
2014,02,12,18,9.4
2014,02,12,19,9.4
2014,02,12,20,9.4
2014,02,12,21,9.4
2014,02,12,22,9.4
2014,02,12,23,9.4
2014,02,13,00,9.4
2014,02,13,01,9.4
2014,02,13,02,9.4
2014,02,13,03,9.4
2014,02,13,04,9.3
2014,02,13,05,9.3
2014,02,13,06,9.3
2014,02,13,07,9.3
2014,02,13,08,9.3
2014,02,13,09,9.3
2014,02,13,10,9.3
2014,02,13,11,9.3
2014,02,13,12,9.2
2014,02,13,13,9.2
2014,02,13,14,9.2
2014,02,13,15,9.2
2014,02,13,16,9.2
2014,02,13,17,9.3
2014,02,13,18,9.3
2014,02,13,19,9.4
2014,02,13,20,9.4
2014,02,13,21,9.5
2014,02,13,22,9.5
2014,02,13,23,9.5
2014,02,14,00,9.5
2014,02,14,01,9.4
2014,02,14,02,9.4
2014,02,14,03,9.4
2014,02,14,04,9.4
2014,02,14,05,9.4
2014,02,14,06,9.4
2014,02,14,07,9.4
2014,02,14,08,9.4
2014,02,14,09,9.4
2014,02,14,10,9.4
2014,02,14,11,9.4
2014,02,14,12,9.4
2014,02,14,13,9.4
2014,02,14,14,9.4
2014,02,14,15,9.4
2014,02,14,16,9.4
2014,02,14,17,9.4
2014,02,14,18,9.4
2014,02,14,19,9.4
2014,02,14,20,9.4
2014,02,14,21,9.4
2014,02,14,22,9.4
2014,02,14,23,9.4
2014,02,15,00,9.5
2014,02,15,01,9.5
2014,02,15,02,9.4
2014,02,15,03,9.4
2014,02,15,04,9.4
2014,02,15,05,9.4
2014,02,15,06,9.4
2014,02,15,07,9.4
2014,02,15,08,9.4
2014,02,15,09,9.4
2014,02,15,10,9.4
2014,02,15,11,9.4
2014,02,15,12,9.4
2014,02,15,13,9.4
2014,02,15,14,9.4
2014,02,15,15,9.4
2014,02,15,16,9.4
2014,02,15,17,9.4
2014,02,15,18,9.4
2014,02,15,19,9.4
2014,02,15,20,9.4
2014,02,15,21,9.3
2014,02,15,22,9.4
2014,02,15,23,9.4
2014,02,16,00,9.4
2014,02,16,01,9.4
2014,02,16,02,9.4
2014,02,16,03,9.4
2014,02,16,04,9.4
2014,02,16,05,9.3
2014,02,16,06,9.3
2014,02,16,07,9.3
2014,02,16,08,9.3
2014,02,16,09,9.3
2014,02,16,10,9.3
2014,02,16,11,9.3
2014,02,16,12,9.3
2014,02,16,13,9.2
2014,02,16,14,9.2
2014,02,16,15,9.2
2014,02,16,16,9.2
2014,02,16,17,9.2
2014,02,16,18,9.2
2014,02,16,19,9.2
2014,02,16,20,9.2
2014,02,16,21,9.2
2014,02,16,22,9.2
2014,02,16,23,9.2
2014,02,17,00,9.2
2014,02,17,01,9.2
2014,02,17,02,9.2
2014,02,17,03,9.1
2014,02,17,04,9.1
2014,02,17,05,9.1
2014,02,17,06,9.1
2014,02,17,07,9.1
2014,02,17,08,9.1
2014,02,17,09,9.1
2014,02,17,10,9.1
2014,02,17,11,9.1
2014,02,17,12,9.1
2014,02,17,13,9.2
2014,02,17,14,9.2
2014,02,17,15,9.2
2014,02,17,16,9.2
2014,02,17,17,9.2
2014,02,17,18,9.2
2014,02,17,19,9.3
2014,02,17,20,9.4
2014,02,17,21,9.4
2014,02,17,22,9.5
2014,02,17,23,9.5
2014,02,18,00,9.5
2014,02,18,01,9.5
2014,02,18,02,9.5
2014,02,18,03,9.4
2014,02,18,04,9.4
2014,02,18,05,9.4
2014,02,18,06,9.4
2014,02,18,07,9.4
2014,02,18,08,9.4
2014,02,18,09,9.4
2014,02,18,10,9.3
2014,02,18,11,9.3
2014,02,18,12,9.3
2014,02,18,13,9.4
2014,02,18,14,9.4
2014,02,18,15,9.3
2014,02,18,16,9.3
2014,02,18,17,9.3
2014,02,18,18,9.4
2014,02,18,19,9.4
2014,02,18,20,9.3
2014,02,18,21,9.3
2014,02,18,22,9.2
2014,02,18,23,9.2
2014,02,19,00,9.2
2014,02,19,01,9.2
2014,02,19,02,9.2
2014,02,19,03,9.2
2014,02,19,04,9.2
2014,02,19,05,9.2
2014,02,19,06,9.2
2014,02,19,07,9.2
2014,02,19,08,9.2
2014,02,19,09,9.2
2014,02,19,10,9.2
2014,02,19,11,9.2
2014,02,19,12,9.1
2014,02,19,13,9.1
2014,02,19,14,9.1
2014,02,19,15,9.1
2014,02,19,16,9.1
2014,02,19,17,9.1
2014,02,19,18,9.2
2014,02,19,19,9.2
2014,02,19,20,9.2
2014,02,19,21,9.2
2014,02,19,22,9.2
2014,02,19,23,9.2
2014,02,20,00,9.2
2014,02,20,01,9.2
2014,02,20,02,9.2
2014,02,20,03,9.2
2014,02,20,04,9.2
2014,02,20,05,9.2
2014,02,20,06,9.2
2014,02,20,07,9.2
2014,02,20,08,9.2
2014,02,20,09,9.2
2014,02,20,10,9.2
2014,02,20,11,9.2
2014,02,20,12,9.2
2014,02,20,13,9.2
2014,02,20,14,9.2
2014,02,20,15,9.2
2014,02,20,16,9.2
2014,02,20,17,9.2
2014,02,20,18,9.2
2014,02,20,19,9.2
2014,02,20,20,9.2
2014,02,20,21,9.3
2014,02,20,22,9.3
2014,02,20,23,9.3
2014,02,21,00,9.3
2014,02,21,01,9.2
2014,02,21,02,9.2
2014,02,21,03,9.2
2014,02,21,04,9.2
2014,02,21,05,9.2
2014,02,21,06,9.2
2014,02,21,07,9.2
2014,02,21,08,9.2
2014,02,21,09,9.2
2014,02,21,10,9.2
2014,02,21,11,9.1
2014,02,21,12,9.1
2014,02,21,13,9.1
2014,02,21,14,9.1
2014,02,21,15,9.1
2014,02,21,16,9.1
2014,02,21,17,9.2
2014,02,21,18,9.2
2014,02,21,19,9.3
2014,02,21,20,9.3
2014,02,21,21,9.3
2014,02,21,22,9.3
2014,02,21,23,9.4
2014,02,22,00,9.5
2014,02,22,01,9.6
2014,02,22,02,9.5
2014,02,22,03,9.4
2014,02,22,04,9.4
2014,02,22,05,9.3
2014,02,22,06,9.3
2014,02,22,07,9.3
2014,02,22,08,9.3
2014,02,22,09,9.3
2014,02,22,10,9.3
2014,02,22,11,9.3
2014,02,22,12,9.5
2014,02,22,13,9.5
2014,02,22,14,9.5
2014,02,22,15,9.4
2014,02,22,16,9.4
2014,02,22,17,9.4
2014,02,22,18,9.4
2014,02,22,19,9.7
2014,02,22,20,9.8
2014,02,22,21,9.9
2014,02,22,22,9.9
2014,02,22,23,9.9
2014,02,23,00,9.9
2014,02,23,01,9.8
2014,02,23,02,9.7
2014,02,23,03,9.7
2014,02,23,04,9.7
2014,02,23,05,9.7
2014,02,23,06,9.7
2014,02,23,07,9.7
2014,02,23,08,9.5
2014,02,23,09,9.5
2014,02,23,10,9.5
2014,02,23,11,9.6
2014,02,23,12,9.5
2014,02,23,13,9.5
2014,02,23,14,9.4
2014,02,23,15,9.4
2014,02,23,16,9.4
2014,02,23,17,9.5
2014,02,23,18,9.6
2014,02,23,19,9.7
2014,02,23,20,9.7
2014,02,23,21,9.7
2014,02,23,22,9.7
2014,02,23,23,9.7
2014,02,24,00,9.7
2014,02,24,01,9.7
2014,02,24,02,9.6
2014,02,24,03,9.6
2014,02,24,04,9.6
2014,02,24,05,9.5
2014,02,24,06,9.5
2014,02,24,07,9.5
2014,02,24,08,9.5
2014,02,24,09,9.5
2014,02,24,10,9.4
2014,02,24,11,9.4
2014,02,24,12,9.4
2014,02,24,13,9.5
2014,02,24,14,9.5
2014,02,24,15,9.6
2014,02,24,16,9.6
2014,02,24,17,9.6
2014,02,24,18,9.6
2014,02,24,19,9.6
2014,02,24,20,9.7
2014,02,24,21,9.6
2014,02,24,22,9.6
2014,02,24,23,9.7
2014,02,25,00,9.7
2014,02,25,01,9.7
2014,02,25,02,9.6
2014,02,25,03,9.5
2014,02,25,04,9.7
2014,02,25,05,9.5
2014,02,25,06,9.6
2014,02,25,07,9.5
2014,02,25,08,9.5
2014,02,25,09,9.5
2014,02,25,10,9.6
2014,02,25,11,9.6
2014,02,25,12,9.6
2014,02,25,13,9.6
2014,02,25,14,9.6
2014,02,25,15,9.6
2014,02,25,16,9.6
2014,02,25,17,9.6
2014,02,25,18,9.6
2014,02,25,19,9.7
2014,02,25,20,9.8
2014,02,25,21,9.8
2014,02,25,22,9.9
2014,02,25,23,10.0
2014,02,26,00,10.0
2014,02,26,01,9.9
2014,02,26,02,9.8
2014,02,26,03,9.8
2014,02,26,04,9.7
2014,02,26,05,9.6
2014,02,26,06,9.6
2014,02,26,07,9.7
2014,02,26,08,9.8
2014,02,26,09,9.8
2014,02,26,10,9.8
2014,02,26,11,9.8
2014,02,26,12,9.8
2014,02,26,13,9.8
2014,02,26,14,9.8
2014,02,26,15,9.8
2014,02,26,16,9.8
2014,02,26,17,9.8
2014,02,26,18,9.9
2014,02,26,19,9.9
2014,02,26,20,9.9
2014,02,26,21,9.9
2014,02,26,22,9.9
2014,02,26,23,9.9
2014,02,27,00,9.9
2014,02,27,01,9.9
2014,02,27,02,9.9
2014,02,27,03,9.9
2014,02,27,04,9.8
2014,02,27,05,9.8
2014,02,27,06,9.8
2014,02,27,07,9.8
2014,02,27,08,9.8
2014,02,27,09,9.8
2014,02,27,10,9.8
2014,02,27,11,9.8
2014,02,27,12,9.8
2014,02,27,13,9.9
2014,02,27,14,9.9
2014,02,27,15,9.9
2014,02,27,16,9.9
2014,02,27,17,9.8
2014,02,27,18,9.9
2014,02,27,19,9.9
2014,02,27,20,9.9
2014,02,27,21,9.9
2014,02,27,22,10.0
2014,02,27,23,10.1
2014,02,28,00,10.1
2014,02,28,01,10.1
2014,02,28,02,10.0
2014,02,28,03,10.0
2014,02,28,04,9.9
2014,02,28,05,9.9
2014,02,28,06,10.1
2014,02,28,07,10.1
2014,02,28,08,10.1
2014,02,28,09,10.2
2014,02,28,10,10.2
2014,02,28,11,10.1
2014,02,28,12,10.0
2014,02,28,13,10.0
2014,02,28,14,10.0
2014,02,28,15,10.0
2014,02,28,16,10.0
2014,02,28,17,10.0
2014,02,28,18,10.0
2014,02,28,19,10.1
2014,02,28,20,10.3
2014,02,28,21,10.4
2014,02,28,22,10.5
2014,02,28,23,10.5
2014,03,01,00,10.5
2014,03,01,01,10.5
2014,03,01,02,10.5
2014,03,01,03,10.4
2014,03,01,04,10.4
2014,03,01,05,10.3
2014,03,01,06,10.3
2014,03,01,07,10.3
2014,03,01,08,10.3
2014,03,01,09,10.3
2014,03,01,10,10.3
2014,03,01,11,10.2
2014,03,01,12,10.2
2014,03,01,13,10.2
2014,03,01,14,10.2
2014,03,01,15,10.2
2014,03,01,16,10.1
2014,03,01,17,10.1
2014,03,01,18,10.1
2014,03,01,19,10.1
2014,03,01,20,10.1
2014,03,01,21,10.1
2014,03,01,22,10.1
2014,03,01,23,10.1
2014,03,02,00,10.0
2014,03,02,01,10.0
2014,03,02,02,10.0
2014,03,02,03,10.0
2014,03,02,04,10.1
2014,03,02,05,10.1
2014,03,02,06,10.1
2014,03,02,07,10.1
2014,03,02,08,10.1
2014,03,02,09,10.0
2014,03,02,10,10.0
2014,03,02,11,10.0
2014,03,02,12,10.0
2014,03,02,13,10.0
2014,03,02,14,10.0
2014,03,02,15,10.0
2014,03,02,16,10.0
2014,03,02,17,10.0
2014,03,02,18,10.0
2014,03,02,19,10.0
2014,03,02,20,10.0
2014,03,02,21,10.0
2014,03,02,22,9.9
2014,03,02,23,10.0
2014,03,03,00,9.9
2014,03,03,01,9.9
2014,03,03,02,9.9
2014,03,03,03,9.9
2014,03,03,04,9.9
2014,03,03,05,9.9
2014,03,03,06,9.9
2014,03,03,07,9.9
2014,03,03,08,9.9
2014,03,03,09,9.9
2014,03,03,10,9.9
2014,03,03,11,9.9
2014,03,03,12,9.9
2014,03,03,13,9.9
2014,03,03,14,9.9
2014,03,03,15,9.9
2014,03,03,16,9.9
2014,03,03,17,9.9
2014,03,03,18,9.8
2014,03,03,19,9.8
2014,03,03,20,9.8
2014,03,03,21,9.8
2014,03,03,22,9.8
2014,03,03,23,9.8
2014,03,04,00,9.8
2014,03,04,01,9.8
2014,03,04,02,9.7
2014,03,04,03,9.8
2014,03,04,04,9.8
2014,03,04,05,9.9
2014,03,04,06,9.9
2014,03,04,07,10.0
2014,03,04,08,10.0
2014,03,04,09,10.0
2014,03,04,10,9.9
2014,03,04,11,9.9
2014,03,04,12,10.0
2014,03,04,13,10.0
2014,03,04,14,10.0
2014,03,04,15,10.0
2014,03,04,16,10.0
2014,03,04,17,10.0
2014,03,04,18,10.0
2014,03,04,19,10.1
2014,03,04,20,10.0
2014,03,04,21,10.0
2014,03,04,22,10.0
2014,03,04,23,9.9
2014,03,05,00,9.9
2014,03,05,01,9.8
2014,03,05,02,9.8
2014,03,05,03,9.8
2014,03,05,04,9.8
2014,03,05,05,9.8
2014,03,05,06,9.7
2014,03,05,07,9.7
2014,03,05,08,9.7
2014,03,05,09,9.7
2014,03,05,10,9.7
2014,03,05,11,9.7
2014,03,05,12,9.7
2014,03,05,13,9.7
2014,03,05,14,9.7
2014,03,05,15,9.7
2014,03,05,16,9.7
2014,03,05,17,9.6
2014,03,05,18,9.6
2014,03,05,19,9.5
2014,03,05,20,9.5
2014,03,05,21,9.5
2014,03,05,22,9.5
2014,03,05,23,9.5
2014,03,06,00,9.5
2014,03,06,01,9.5
2014,03,06,02,9.5
2014,03,06,03,9.5
2014,03,06,04,9.4
2014,03,06,05,9.4
2014,03,06,06,9.4
2014,03,06,07,9.4
2014,03,06,08,9.4
2014,03,06,09,9.4
2014,03,06,10,9.4
2014,03,06,11,9.4
2014,03,06,12,9.4
2014,03,06,13,9.5
2014,03,06,14,9.5
2014,03,06,15,9.5
2014,03,06,16,9.5
2014,03,06,17,9.5
2014,03,06,18,9.5
2014,03,06,19,9.5
2014,03,06,20,9.5
2014,03,06,21,9.6
2014,03,06,22,9.7
2014,03,06,23,9.8
2014,03,07,00,9.8
2014,03,07,01,9.9
2014,03,07,02,9.9
2014,03,07,03,9.9
2014,03,07,04,10.0
2014,03,07,05,10.1
2014,03,07,06,10.0
2014,03,07,07,9.9
2014,03,07,08,10.0
2014,03,07,09,10.0
2014,03,07,10,10.0
2014,03,07,11,10.0
2014,03,07,12,9.9
2014,03,07,13,9.9
2014,03,07,14,9.9
2014,03,07,15,10.0
2014,03,07,16,10.0
2014,03,07,17,9.9
2014,03,07,18,9.9
2014,03,07,19,10.0
2014,03,07,20,10.2
2014,03,07,21,10.3
2014,03,07,22,10.4
2014,03,07,23,10.4
2014,03,08,00,10.4
2014,03,08,01,10.3
2014,03,08,02,10.5
2014,03,08,03,10.5
2014,03,08,04,10.3
2014,03,08,05,10.3
2014,03,08,06,10.3
2014,03,08,07,10.5
2014,03,08,08,10.5
2014,03,08,09,10.6
2014,03,08,10,10.5
2014,03,08,11,10.4
2014,03,08,12,10.5
2014,03,08,13,10.5
2014,03,08,14,10.4
2014,03,08,15,10.3
2014,03,08,16,10.2
2014,03,08,17,10.2
2014,03,08,18,10.2
2014,03,08,19,10.2
2014,03,08,20,10.2
2014,03,08,21,10.2
2014,03,08,22,10.2
2014,03,08,23,10.2
2014,03,09,00,10.2
2014,03,09,01,10.2
2014,03,09,03,10.2
2014,03,09,04,10.2
2014,03,09,05,10.2
2014,03,09,06,10.2
2014,03,09,07,10.2
2014,03,09,08,10.2
2014,03,09,09,10.2
2014,03,09,10,10.1
2014,03,09,11,10.1
2014,03,09,12,10.1
2014,03,09,13,10.1
2014,03,09,14,10.0
2014,03,09,15,10.0
2014,03,09,16,10.0
2014,03,09,17,10.1
2014,03,09,18,10.1
2014,03,09,19,10.2
2014,03,09,20,10.4
2014,03,09,21,10.5
2014,03,09,22,10.4
2014,03,09,23,10.4
2014,03,10,00,10.4
2014,03,10,01,10.4
2014,03,10,02,10.3
2014,03,10,03,10.3
2014,03,10,04,10.3
2014,03,10,05,10.2
2014,03,10,06,10.2
2014,03,10,07,10.2
2014,03,10,08,10.2
2014,03,10,09,10.2
2014,03,10,10,10.2
2014,03,10,11,10.2
2014,03,10,12,10.2
2014,03,10,13,10.2
2014,03,10,14,10.2
2014,03,10,15,10.2
2014,03,10,16,10.2
2014,03,10,17,10.2
2014,03,10,18,10.2
2014,03,10,19,10.2
2014,03,10,20,10.3
2014,03,10,21,10.3
2014,03,10,22,10.3
2014,03,10,23,10.3
2014,03,11,00,10.3
2014,03,11,01,10.3
2014,03,11,02,10.3
2014,03,11,03,10.3
2014,03,11,04,10.4
2014,03,11,05,10.4
2014,03,11,06,10.4
2014,03,11,07,10.4
2014,03,11,08,10.2
2014,03,11,09,10.2
2014,03,11,10,10.2
2014,03,11,11,10.1
2014,03,11,12,10.1
2014,03,11,13,10.1
2014,03,11,14,10.1
2014,03,11,15,10.1
2014,03,11,16,10.1
2014,03,11,17,10.2
2014,03,11,18,10.2
2014,03,11,19,10.3
2014,03,11,20,10.4
2014,03,11,21,10.4
2014,03,11,22,10.4
2014,03,11,23,10.4
2014,03,12,00,10.3
2014,03,12,01,10.3
2014,03,12,02,10.3
2014,03,12,03,10.3
2014,03,12,04,10.3
2014,03,12,05,10.5
2014,03,12,06,10.5
2014,03,12,07,10.5
2014,03,12,08,10.5
2014,03,12,09,10.5
2014,03,12,10,10.5
2014,03,12,11,10.5
2014,03,12,12,10.5
2014,03,12,13,10.5
2014,03,12,14,10.4
2014,03,12,15,10.5
2014,03,12,16,10.5
2014,03,12,17,10.5
2014,03,12,18,10.6
2014,03,12,19,10.8
2014,03,12,20,10.9
2014,03,12,21,10.9
2014,03,12,22,10.9
2014,03,12,23,10.8
